DateTime,Primary Type,Description,Location,Arrest,Domestic,Area,District,War,Lat,Long
3:00 AM,16,180,30,0,0,36,13,22,41.8413,-87.6667
4:00 AM,16,155,65,0,0,28,14,26,41.8732,-87.6705
5:00 AM,14,95,82,0,0,34,10,27,41.8614,-87.6868
6:00 AM,9,126,70,0,0,39,12,24,41.8308,-87.6731
7:00 AM,10,153,74,0,0,35,11,22,41.8354,-87.6559
8:00 AM,14,147,70,0,0,38,11,23,41.8315,-87.6706
9:00 AM,12,128,69,0,0,31,14,26,41.8752,-87.6961
10:00 AM,13,133,67,0,0,35,9,22,41.8337,-87.6657
11:00 AM,14,147,52,0,0,36,10,21,41.8312,-87.6638
12:00 PM,12,172,75,0,0,37,11,23,41.8516,-87.6819
1:00 PM,12,177,60,0,0,41,10,21,41.8205,-87.6555
2:00 PM,15,135,70,0,0,43,10,21,41.8297,-87.6637
3:00 PM,16,172,69,0,0,40,12,23,41.8423,-87.6776
4:00 PM,16,153,66,0,0,35,9,19,41.8395,-87.6635
5:00 PM,14,161,66,0,0,29,12,28,41.8683,-87.6808
6:00 PM,13,137,73,0,0,37,11,24,41.8504,-87.6681
7:00 PM,15,172,70,0,0,44,10,22,41.8237,-87.6653
8:00 PM,14,148,62,0,0,34,14,29,41.8598,-87.683
9:00 PM,13,137,69,0,0,33,12,24,41.8608,-87.6924
10:00 PM,13,146,67,0,0,42,10,21,41.8217,-87.6754
11:00 PM,15,157,83,0,0,34,10,20,41.8596,-87.6802
8-Mar,14,158,69,0,0,38,11,22,41.8384,-87.6731
12:00 AM,12,138,82,0,0,38,11,22,41.8555,-87.6792
1:00 AM,12,128,73,0,0,40,11,25,41.8507,-87.7051
2:00 AM,14,149,70,0,0,43,10,17,41.8258,-87.664
3:00 AM,16,121,70,0,0,34,11,23,41.8374,-87.6686
4:00 AM,12,194,81,0,0,37,9,18,41.8003,-87.6305
5:00 AM,10,157,70,0,0,27,14,35,41.9101,-87.7348
6:00 AM,15,159,72,0,0,20,13,27,41.8956,-87.6578
7:00 AM,15,179,75,0,0,42,9,21,41.8129,-87.6651
8:00 AM,12,162,69,0,0,36,11,25,41.8448,-87.6668
9:00 AM,13,180,82,0,0,32,11,25,41.8539,-87.6702
10:00 AM,17,119,62,0,0,43,10,23,41.8163,-87.6749
11:00 AM,16,178,62,0,0,37,11,24,41.8388,-87.6782
12:00 PM,12,156,62,0,0,37,10,24,41.8721,-87.6826
1:00 PM,13,165,68,0,0,39,10,22,41.8204,-87.648
2:00 PM,13,162,66,0,0,38,11,22,41.8377,-87.6789
3:00 PM,13,165,73,0,0,43,10,18,41.8061,-87.6718
4:00 PM,14,160,58,0,0,40,10,21,41.8252,-87.6672
5:00 PM,12,135,67,0,0,42,10,22,41.84,-87.6672
6:00 PM,14,168,66,0,0,34,12,22,41.8505,-87.6841
7:00 PM,14,159,73,0,0,41,9,22,41.8286,-87.6708
8:00 PM,14,165,64,0,0,39,10,22,41.8449,-87.6799
9:00 PM,16,156,73,0,0,38,10,20,41.8349,-87.6722
10:00 PM,13,182,63,0,0,38,11,23,41.8333,-87.6617
11:00 PM,13,117,78,0,0,35,12,24,41.8524,-87.6733
9-Mar,14,159,66,0,0,39,10,23,41.8375,-87.6702
12:00 AM,16,169,55,0,0,35,11,23,41.8444,-87.6832
1:00 AM,14,156,76,0,0,37,9,24,41.8209,-87.6493
2:00 AM,14,160,70,0,0,40,11,25,41.8693,-87.6872
3:00 AM,14,116,62,0,0,24,13,24,41.866,-87.6777
4:00 AM,9,196,65,0,0,41,10,16,41.8489,-87.6666
5:00 AM,11,196,95,0,0,36,10,26,41.8162,-87.6542
6:00 AM,19,167,66,0,0,41,9,28,41.8452,-87.6723
7:00 AM,16,141,70,0,0,43,11,25,41.836,-87.6824
8:00 AM,15,158,62,0,0,41,11,18,41.8465,-87.6835
9:00 AM,16,176,78,0,0,42,13,25,41.8538,-87.6947
10:00 AM,16,175,62,0,0,37,10,24,41.8379,-87.676
11:00 AM,16,160,59,0,0,35,10,23,41.8408,-87.6723
12:00 PM,14,169,65,0,0,40,12,23,41.8393,-87.6625
1:00 PM,14,163,59,0,0,40,8,23,41.834,-87.6594
2:00 PM,14,149,63,0,0,40,9,23,41.8348,-87.6634
3:00 PM,11,170,60,0,0,35,12,25,41.8589,-87.6792
4:00 PM,13,142,60,0,0,45,11,23,41.8177,-87.6814
5:00 PM,14,145,69,0,0,36,10,22,41.8447,-87.6653
6:00 PM,15,160,63,0,0,35,10,22,41.8447,-87.6669
7:00 PM,14,132,64,0,0,45,9,20,41.7987,-87.6552
8:00 PM,14,153,67,0,0,38,10,19,41.8337,-87.6683
9:00 PM,17,154,67,0,0,31,12,25,41.8544,-87.6766
10:00 PM,14,140,72,0,0,42,10,19,41.8227,-87.6554
11:00 PM,16,207,75,0,0,45,10,18,41.8162,-87.6641
10-Mar,14,148,68,0,0,37,11,23,41.8447,-87.6759
12:00 AM,12,138,65,0,0,45,10,20,41.8142,-87.6565
1:00 AM,17,158,74,0,0,41,11,21,41.8355,-87.6736
2:00 AM,14,190,91,0,0,45,13,23,41.8135,-87.6824
3:00 AM,10,201,82,0,0,27,10,23,41.8465,-87.6477
4:00 AM,16,193,67,0,0,42,12,24,41.8288,-87.6827
5:00 AM,17,144,68,0,0,36,13,26,41.8558,-87.698
6:00 AM,11,162,98,0,0,33,16,23,41.8611,-87.681
7:00 AM,16,161,61,0,0,42,11,20,41.8103,-87.6711
8:00 AM,14,166,55,0,0,38,10,22,41.839,-87.6731
9:00 AM,11,153,62,0,0,34,11,24,41.8598,-87.6766
10:00 AM,12,131,66,0,0,33,11,23,41.8565,-87.6868
11:00 AM,12,142,66,0,0,44,9,19,41.8231,-87.6599
12:00 PM,10,129,77,0,0,32,11,27,41.8653,-87.6864
1:00 PM,17,156,62,0,0,42,9,21,41.8208,-87.6614
2:00 PM,12,143,68,0,0,38,9,21,41.8213,-87.6561
3:00 PM,13,130,72,0,0,37,12,25,41.8517,-87.6861
4:00 PM,14,157,61,0,0,38,12,23,41.8358,-87.6709
5:00 PM,13,140,57,0,0,35,13,25,41.8466,-87.6829
6:00 PM,13,137,66,0,0,34,13,24,41.8605,-87.6798
7:00 PM,18,136,70,0,0,29,13,24,41.8715,-87.6926
8:00 PM,12,143,72,0,0,34,13,23,41.8512,-87.683
9:00 PM,16,152,74,0,0,40,12,22,41.8335,-87.6743
10:00 PM,14,180,79,0,0,32,13,25,41.8593,-87.671
11:00 PM,16,157,65,0,0,32,16,31,41.8865,-87.6896
11-Mar,14,160,69,0,0,37,11,24,41.8466,-87.6734
12:00 AM,13,152,73,0,0,35,11,23,41.8555,-87.6809
1:00 AM,15,126,66,0,0,30,12,20,41.8538,-87.6677
2:00 AM,11,125,64,0,0,36,10,27,41.8226,-87.6524
3:00 AM,14,125,74,0,0,39,10,24,41.8298,-87.6752
4:00 AM,17,220,72,0,0,39,9,19,41.8065,-87.63
5:00 AM,14,154,45,0,0,37,14,25,41.8383,-87.6654
6:00 AM,12,217,66,0,0,36,14,23,41.8769,-87.6766
7:00 AM,16,153,83,0,0,36,12,26,41.846,-87.6673
8:00 AM,15,160,76,0,0,39,11,22,41.8415,-87.6659
9:00 AM,15,145,76,0,0,41,12,23,41.846,-87.6995
10:00 AM,10,160,77,0,0,34,13,30,41.8584,-87.6791
11:00 AM,12,166,72,0,0,41,9,25,41.8323,-87.6733
12:00 PM,14,164,62,0,0,40,10,25,41.8407,-87.6783
1:00 PM,15,153,68,0,0,44,11,25,41.8224,-87.6753
2:00 PM,11,166,60,0,0,39,12,23,41.8561,-87.6687
3:00 PM,13,182,59,0,0,28,12,29,41.875,-87.6703
4:00 PM,15,153,62,0,0,40,12,27,41.8574,-87.6783
5:00 PM,13,161,69,0,0,41,12,21,41.8262,-87.6563
6:00 PM,13,161,76,0,0,36,11,24,41.8543,-87.6835
7:00 PM,12,140,63,0,0,39,10,19,41.8424,-87.6668
8:00 PM,16,149,75,0,0,35,10,22,41.8387,-87.6727
9:00 PM,13,154,73,0,0,32,12,25,41.8602,-87.6857
10:00 PM,14,181,71,0,0,33,12,25,41.8533,-87.6729
11:00 PM,15,182,69,0,0,40,11,23,41.8523,-87.6727
12-Mar,14,156,69,0,0,35,12,24,41.8521,-87.6698
12:00 AM,13,145,78,0,0,32,13,24,41.8532,-87.6643
1:00 AM,15,160,51,0,0,27,16,29,41.8901,-87.6738
2:00 AM,14,158,63,0,0,44,8,20,41.8018,-87.6496
3:00 AM,14,169,73,0,0,38,12,26,41.8284,-87.6582
4:00 AM,14,137,60,0,0,30,14,25,41.8613,-87.6896
5:00 AM,13,150,71,0,0,40,12,27,41.8286,-87.6555
6:00 AM,13,123,75,0,0,34,11,24,41.8546,-87.6697
7:00 AM,12,167,81,0,0,32,11,27,41.8548,-87.6549
8:00 AM,17,165,83,0,0,37,11,23,41.8643,-87.6766
9:00 AM,15,162,79,0,0,40,10,17,41.8166,-87.6747
10:00 AM,14,172,82,0,0,39,11,23,41.8323,-87.6765
11:00 AM,13,153,66,0,0,39,9,23,41.8347,-87.6673
12:00 PM,15,197,79,0,0,35,11,23,41.851,-87.6614
1:00 PM,14,160,65,0,0,36,12,27,41.8619,-87.6664
2:00 PM,14,169,59,0,0,38,9,23,41.8376,-87.655
3:00 PM,17,125,82,0,0,34,10,27,41.8541,-87.6622
4:00 PM,15,146,63,0,0,33,11,24,41.8537,-87.6694
5:00 PM,13,170,64,0,0,36,13,24,41.8545,-87.6802
6:00 PM,13,140,68,0,0,29,13,27,41.8786,-87.682
7:00 PM,13,137,64,0,0,34,14,27,41.8712,-87.6794
8:00 PM,15,157,66,0,0,32,12,23,41.8539,-87.6727
9:00 PM,14,154,72,0,0,33,11,23,41.847,-87.6605
10:00 PM,16,160,58,0,0,35,12,22,41.8467,-87.6702
11:00 PM,17,184,76,0,0,39,14,24,41.8432,-87.6813
13-Mar,13,157,73,0,0,37,12,24,41.846,-87.6745
12:00 AM,12,150,68,0,0,28,13,27,41.8721,-87.6624
1:00 AM,12,180,82,0,0,31,12,23,41.8571,-87.6717
2:00 AM,10,180,87,0,0,29,14,24,41.8726,-87.677
3:00 AM,15,128,68,0,0,36,12,27,41.8546,-87.6915
4:00 AM,15,169,67,0,0,35,12,23,41.8413,-87.6582
5:00 AM,10,183,70,0,0,25,15,33,41.8929,-87.6796
6:00 AM,18,139,77,0,1,35,10,23,41.832,-87.6786
7:00 AM,13,174,73,0,0,41,7,13,41.8046,-87.6216
8:00 AM,9,204,77,0,0,43,11,24,41.846,-87.6832
9:00 AM,9,168,95,0,0,38,13,27,41.858,-87.6857
10:00 AM,14,152,80,0,0,38,12,23,41.8558,-87.6992
11:00 AM,13,147,76,0,0,38,11,21,41.8343,-87.6636
12:00 PM,13,159,79,0,0,35,13,25,41.8516,-87.688
1:00 PM,15,183,66,0,0,36,9,18,41.8388,-87.6683
2:00 PM,15,148,74,0,0,44,12,22,41.8274,-87.6774
3:00 PM,14,146,66,0,0,43,11,19,41.8218,-87.6593
4:00 PM,13,161,67,0,0,43,10,24,41.8212,-87.6438
5:00 PM,14,159,73,0,0,33,12,28,41.8606,-87.6864
6:00 PM,13,128,72,0,0,38,15,26,41.8349,-87.6908
7:00 PM,15,154,74,0,0,39,11,21,41.8375,-87.6667
8:00 PM,13,157,70,0,0,39,12,24,41.8388,-87.6907
9:00 PM,15,153,78,0,0,44,12,23,41.8398,-87.6736
10:00 PM,11,153,71,0,0,42,11,24,41.8239,-87.6767
11:00 PM,16,149,72,0,0,31,16,29,41.875,-87.6845
14-Mar,13,161,69,0,0,37,11,23,41.8445,-87.6741
12:00 AM,12,148,63,0,0,28,13,28,41.8611,-87.6603
1:00 AM,5,177,105,0,0,44,8,16,41.804,-87.633
2:00 AM,7,136,66,0,0,38,13,24,41.8646,-87.6735
3:00 AM,16,106,64,0,0,29,12,27,41.8727,-87.6776
4:00 AM,11,159,60,0,0,54,10,20,41.8015,-87.6753
5:00 AM,11,183,79,0,0,27,13,25,41.8729,-87.662
6:00 AM,16,178,75,0,0,25,14,29,41.8764,-87.6949
7:00 AM,15,168,78,0,0,49,11,22,41.8334,-87.6861
8:00 AM,13,187,74,0,0,35,12,27,41.8524,-87.6949
9:00 AM,13,167,67,0,0,37,9,24,41.8305,-87.6585
10:00 AM,13,198,76,0,0,24,13,29,41.8887,-87.6876
11:00 AM,11,173,70,1,0,41,12,24,41.855,-87.6912
12:00 PM,14,150,65,0,0,41,9,20,41.8403,-87.6698
1:00 PM,13,149,58,0,0,36,13,24,41.8598,-87.6774
2:00 PM,12,145,61,0,0,32,12,25,41.8547,-87.6732
3:00 PM,13,161,71,0,0,37,11,23,41.8465,-87.669
4:00 PM,12,184,68,0,0,32,13,26,41.8686,-87.673
5:00 PM,15,148,75,0,0,43,9,21,41.8311,-87.6767
6:00 PM,15,154,65,0,0,37,10,20,41.8391,-87.6617
7:00 PM,14,142,65,0,0,44,11,23,41.8146,-87.6774
8:00 PM,16,148,58,0,0,37,10,18,41.8361,-87.6761
9:00 PM,15,189,74,0,0,40,11,19,41.8273,-87.6705
10:00 PM,16,160,75,0,0,41,10,18,41.8272,-87.6682
11:00 PM,12,164,72,0,0,38,12,24,41.8345,-87.6816
15-Mar,14,159,70,0,0,40,11,22,41.8329,-87.6708
12:00 AM,12,134,72,0,0,31,11,24,41.8715,-87.6659
1:00 AM,14,151,61,0,0,30,12,27,41.8478,-87.6712
2:00 AM,10,156,70,0,0,45,10,19,41.7994,-87.6617
3:00 AM,18,149,92,0,0,40,12,25,41.841,-87.6761
4:00 AM,13,205,78,0,0,43,8,17,41.7925,-87.637
5:00 AM,4,202,84,0,0,40,8,15,41.8403,-87.6633
6:00 AM,9,179,66,0,0,57,10,20,41.7808,-87.6758
7:00 AM,15,147,68,0,0,53,9,18,41.7899,-87.6466
8:00 AM,17,162,57,0,0,42,10,22,41.8307,-87.6587
9:00 AM,15,160,87,0,0,34,13,25,41.8471,-87.6708
10:00 AM,10,143,83,0,0,44,12,22,41.819,-87.6875
11:00 AM,10,156,71,0,0,31,9,23,41.8612,-87.6649
12:00 PM,14,176,64,0,0,40,10,20,41.8317,-87.6652
1:00 PM,14,165,61,0,0,37,11,25,41.841,-87.6794
2:00 PM,13,125,74,0,0,44,11,21,41.8214,-87.6658
3:00 PM,14,175,71,0,0,43,11,21,41.8268,-87.6763
4:00 PM,15,142,73,0,0,38,12,24,41.8409,-87.6838
5:00 PM,13,151,65,0,0,44,10,19,41.8124,-87.6657
6:00 PM,13,140,66,0,0,43,9,20,41.83,-87.6552
7:00 PM,12,177,62,0,0,37,11,23,41.8534,-87.6946
8:00 PM,15,188,63,0,0,43,11,23,41.8246,-87.6813
9:00 PM,16,160,73,0,0,43,11,22,41.8294,-87.6723
10:00 PM,15,155,75,0,0,33,11,29,41.8561,-87.6726
11:00 PM,16,164,73,0,0,38,11,22,41.8323,-87.6627
16-Mar,14,149,71,0,0,36,11,23,41.8461,-87.6736
12:00 AM,15,153,85,0,0,40,13,24,41.8276,-87.66
1:00 AM,13,111,76,0,0,30,13,24,41.8647,-87.6713
2:00 AM,17,150,91,0,0,36,16,25,41.8468,-87.669
3:00 AM,13,149,70,0,0,36,14,29,41.8513,-87.6859
4:00 AM,11,128,60,0,0,47,11,23,41.8347,-87.6886
5:00 AM,24,120,68,0,0,47,10,30,41.8807,-87.7525
6:00 AM,16,143,66,0,0,30,14,26,41.8799,-87.6854
7:00 AM,13,116,64,0,0,46,12,22,41.7995,-87.6831
8:00 AM,13,156,83,0,0,38,12,21,41.835,-87.6752
9:00 AM,11,121,65,0,0,30,13,25,41.8873,-87.6763
10:00 AM,16,177,68,0,0,40,9,17,41.8181,-87.6584
11:00 AM,14,157,62,0,0,33,10,21,41.8491,-87.6639
12:00 PM,12,152,79,0,0,42,9,24,41.8352,-87.6723
1:00 PM,12,170,62,0,0,33,11,24,41.8585,-87.6693
2:00 PM,13,162,65,0,0,34,11,25,41.8543,-87.671
3:00 PM,13,133,66,0,0,35,11,26,41.8541,-87.6706
4:00 PM,15,161,67,0,0,35,11,24,41.8505,-87.673
5:00 PM,14,152,66,0,0,40,9,21,41.834,-87.6583
6:00 PM,14,122,67,0,0,38,11,21,41.8487,-87.6733
7:00 PM,13,110,77,0,0,38,12,25,41.8473,-87.6733
8:00 PM,14,142,75,0,0,30,14,27,41.8717,-87.6993
9:00 PM,15,176,78,0,0,38,12,24,41.832,-87.689
10:00 PM,14,161,75,0,0,38,11,21,41.8383,-87.6693
11:00 PM,16,163,71,0,0,43,9,18,41.8134,-87.668
17-Mar,13,153,67,0,0,36,12,24,41.8448,-87.6739
12:00 AM,13,148,66,0,0,28,13,27,41.8759,-87.6847
1:00 AM,16,114,70,0,0,38,11,20,41.8228,-87.659
2:00 AM,12,114,74,0,0,49,14,21,41.8072,-87.6454
3:00 AM,16,210,52,0,0,42,10,18,41.7995,-87.6307
4:00 AM,17,145,75,0,0,36,7,15,41.8103,-87.6463
5:00 AM,14,155,69,0,0,29,13,28,41.8811,-87.6904
6:00 AM,19,192,79,0,0,40,11,19,41.8472,-87.6818
7:00 AM,14,156,82,0,0,43,11,22,41.8211,-87.6801
8:00 AM,10,144,69,0,0,41,9,20,41.8392,-87.6837
9:00 AM,9,166,59,0,0,35,11,24,41.8482,-87.6697
10:00 AM,14,163,68,0,0,39,9,23,41.8237,-87.653
11:00 AM,14,163,73,0,0,42,11,23,41.8218,-87.6545
12:00 PM,11,138,68,0,0,32,12,25,41.8521,-87.6707
1:00 PM,10,148,61,0,0,27,12,27,41.8902,-87.6821
2:00 PM,17,151,60,0,0,39,11,22,41.8344,-87.672
3:00 PM,15,144,63,0,0,42,11,20,41.842,-87.6874
4:00 PM,13,144,71,0,0,40,13,27,41.8385,-87.6778
5:00 PM,15,136,68,0,0,35,11,26,41.8419,-87.6721
6:00 PM,13,148,70,0,0,34,11,25,41.8405,-87.6723
7:00 PM,12,154,62,0,0,36,11,22,41.8371,-87.6626
8:00 PM,13,160,70,0,0,30,14,27,41.8606,-87.6854
9:00 PM,12,176,63,0,0,35,11,23,41.8505,-87.6741
10:00 PM,16,165,64,0,0,36,11,23,41.8424,-87.6932
11:00 PM,13,162,68,0,0,32,14,25,41.8737,-87.6937
18-Mar,13,162,70,0,0,36,12,24,41.8463,-87.6737
12:00 AM,13,161,73,0,0,44,10,16,41.8223,-87.6711
1:00 AM,16,152,68,0,0,39,12,22,41.8303,-87.6609
2:00 AM,13,193,68,0,0,37,11,23,41.8493,-87.6648
3:00 AM,12,171,73,0,0,27,13,32,41.8752,-87.6614
4:00 AM,10,168,74,0,0,35,10,21,41.8359,-87.6507
5:00 AM,18,141,78,0,0,34,13,27,41.8728,-87.6859
6:00 AM,12,120,67,0,0,37,10,21,41.8307,-87.6642
7:00 AM,16,156,91,0,0,45,13,26,41.8376,-87.6907
8:00 AM,13,126,70,0,0,44,11,22,41.8174,-87.6596
9:00 AM,13,169,80,0,0,40,11,18,41.8345,-87.6712
10:00 AM,14,174,70,0,0,44,11,23,41.8316,-87.6619
11:00 AM,11,166,73,0,0,39,10,19,41.8305,-87.6609
12:00 PM,17,158,67,0,0,39,12,21,41.8366,-87.677
1:00 PM,13,163,59,0,0,33,12,24,41.8425,-87.6506
2:00 PM,11,185,62,0,0,37,13,25,41.8501,-87.6912
3:00 PM,16,188,62,0,0,32,12,28,41.8609,-87.6782
4:00 PM,13,140,72,0,0,39,12,25,41.8467,-87.6792
5:00 PM,12,158,67,0,0,31,13,28,41.8704,-87.6786
6:00 PM,13,177,75,0,0,37,11,23,41.8382,-87.6634
7:00 PM,12,145,68,0,0,33,12,21,41.8497,-87.6804
8:00 PM,14,169,68,0,0,32,13,27,41.8603,-87.68
9:00 PM,12,141,72,0,0,40,11,21,41.8413,-87.6852
10:00 PM,13,159,71,0,0,26,13,28,41.8899,-87.6891
11:00 PM,13,152,76,0,0,38,11,23,41.8383,-87.6828
19-Mar,14,146,69,0,0,35,12,24,41.8507,-87.6744
12:00 AM,15,128,67,0,0,33,11,20,41.8477,-87.6678
1:00 AM,15,134,61,0,0,31,12,25,41.8565,-87.6653
2:00 AM,14,133,45,0,0,29,13,29,41.867,-87.6742
3:00 AM,17,166,69,0,0,36,15,29,41.8708,-87.6713
4:00 AM,11,96,74,0,1,35,9,21,41.8383,-87.6577
5:00 AM,15,184,99,0,0,47,8,21,41.8098,-87.6727
6:00 AM,12,161,79,0,0,46,7,16,41.8087,-87.667
7:00 AM,18,181,76,0,0,51,11,23,41.804,-87.6909
8:00 AM,13,139,81,0,0,35,9,20,41.8362,-87.6771
9:00 AM,9,122,81,0,0,31,14,23,41.8488,-87.6761
10:00 AM,13,158,74,0,0,38,13,24,41.8527,-87.6903
11:00 AM,14,166,66,1,0,29,14,23,41.8813,-87.6776
12:00 PM,12,138,86,0,0,36,9,21,41.8195,-87.6677
1:00 PM,14,167,73,0,0,36,11,23,41.8462,-87.6656
2:00 PM,14,144,56,0,0,29,12,24,41.8588,-87.6697
3:00 PM,12,137,75,0,0,37,11,24,41.8682,-87.6647
4:00 PM,12,113,67,0,0,39,12,25,41.8339,-87.6812
5:00 PM,11,146,73,0,0,28,13,30,41.8648,-87.677
6:00 PM,15,136,57,0,0,44,10,21,41.8269,-87.6799
7:00 PM,13,180,80,0,0,41,13,27,41.8355,-87.6792
8:00 PM,14,160,63,0,0,31,13,26,41.8536,-87.6744
9:00 PM,15,147,63,0,0,34,12,23,41.8628,-87.6867
10:00 PM,16,145,71,0,0,34,12,24,41.8572,-87.6731
11:00 PM,13,146,60,0,0,29,14,26,41.8638,-87.6689
20-Mar,14,154,71,0,0,36,11,23,41.8441,-87.6712
12:00 AM,14,148,78,0,0,35,10,20,41.8308,-87.6642
1:00 AM,13,157,65,0,0,31,13,28,41.853,-87.6656
2:00 AM,18,128,71,0,0,44,10,20,41.8022,-87.6493
3:00 AM,16,155,60,0,0,32,14,29,41.8722,-87.6863
4:00 AM,12,139,69,0,0,48,9,19,41.8178,-87.6369
5:00 AM,15,146,80,0,0,28,11,27,41.874,-87.68
6:00 AM,13,137,51,0,0,35,13,26,41.8437,-87.6749
7:00 AM,13,164,80,0,0,41,9,21,41.8106,-87.6584
8:00 AM,14,127,84,0,0,38,12,25,41.8164,-87.6583
9:00 AM,13,142,72,0,0,36,12,25,41.8549,-87.6869
10:00 AM,13,155,81,0,0,36,10,22,41.832,-87.6657
11:00 AM,13,156,78,0,0,38,12,24,41.84,-87.6764
12:00 PM,13,178,77,0,0,38,11,23,41.8456,-87.6724
1:00 PM,12,170,61,0,0,40,10,22,41.8353,-87.6537
2:00 PM,9,131,67,0,0,29,11,20,41.8585,-87.6604
3:00 PM,14,145,66,0,0,36,11,27,41.8625,-87.6736
4:00 PM,16,172,65,0,0,35,12,22,41.8538,-87.6823
5:00 PM,15,183,70,0,0,37,13,27,41.861,-87.6733
6:00 PM,14,166,70,0,0,36,11,22,41.8511,-87.6779
7:00 PM,16,147,65,0,0,36,11,24,41.8507,-87.6838
8:00 PM,17,154,79,0,0,39,10,22,41.8245,-87.6736
9:00 PM,16,146,73,0,0,33,12,25,41.8649,-87.6757
10:00 PM,15,163,80,0,0,35,12,22,41.8413,-87.6758
11:00 PM,19,136,63,0,0,40,12,23,41.8384,-87.6818
21-Mar,14,148,70,0,0,38,11,22,41.8373,-87.6706
12:00 AM,13,120,83,0,0,39,12,22,41.8292,-87.6705
1:00 AM,15,141,69,0,0,39,10,21,41.8216,-87.6649
2:00 AM,14,135,82,0,0,40,10,21,41.8177,-87.661
3:00 AM,13,182,74,0,0,33,11,28,41.8663,-87.7067
4:00 AM,16,121,79,0,0,31,12,22,41.8396,-87.645
5:00 AM,12,173,51,0,0,30,13,28,41.8752,-87.6847
6:00 AM,9,136,68,0,0,35,13,22,41.8725,-87.6913
7:00 AM,16,127,75,0,0,43,10,16,41.8154,-87.6703
8:00 AM,15,151,80,0,0,36,11,20,41.8443,-87.6745
9:00 AM,12,143,76,0,0,42,12,22,41.8312,-87.6744
10:00 AM,15,155,71,0,0,41,10,18,41.8265,-87.6704
11:00 AM,14,158,60,0,0,38,11,22,41.8365,-87.6636
12:00 PM,14,163,67,0,0,39,10,21,41.826,-87.6619
1:00 PM,14,186,80,0,0,39,8,19,41.8047,-87.6518
2:00 PM,10,141,60,0,0,34,13,26,41.8513,-87.6839
3:00 PM,15,140,61,0,0,40,13,25,41.8476,-87.6695
4:00 PM,13,133,65,0,0,39,11,22,41.8451,-87.6664
5:00 PM,14,156,62,0,0,35,10,22,41.845,-87.6717
6:00 PM,16,146,79,0,0,38,11,24,41.8285,-87.6738
7:00 PM,14,143,75,0,0,36,12,25,41.8482,-87.6776
8:00 PM,15,148,53,0,0,39,12,23,41.8432,-87.6857
9:00 PM,17,154,71,0,0,31,11,23,41.8569,-87.6641
10:00 PM,15,144,72,0,0,39,11,23,41.842,-87.6695
11:00 PM,17,128,83,0,0,37,10,23,41.8312,-87.6676
22-Mar,14,155,71,0,0,38,11,23,41.8397,-87.6695
12:00 AM,13,118,78,0,0,30,13,20,41.8632,-87.6758
1:00 AM,12,144,47,0,0,33,11,21,41.8138,-87.6338
2:00 AM,14,171,75,0,0,35,14,27,41.8462,-87.6775
3:00 AM,12,137,68,0,0,34,13,31,41.879,-87.698
4:00 AM,12,175,81,0,1,48,10,27,41.7836,-87.6462
5:00 AM,18,130,78,0,0,45,6,11,41.7753,-87.6201
6:00 AM,13,184,69,0,0,29,13,27,41.8987,-87.6982
7:00 AM,13,160,69,0,0,39,10,21,41.8433,-87.6586
8:00 AM,10,180,77,0,0,38,10,23,41.8442,-87.6625
9:00 AM,13,164,87,0,0,39,10,20,41.8152,-87.6556
10:00 AM,13,143,82,0,0,40,9,20,41.8178,-87.6512
11:00 AM,18,175,54,0,0,37,12,24,41.8569,-87.6686
12:00 PM,12,155,69,0,0,36,10,23,41.8296,-87.6426
1:00 PM,14,134,73,0,0,37,12,25,41.8467,-87.6683
2:00 PM,16,140,64,0,0,44,10,20,41.8104,-87.6623
3:00 PM,12,168,75,0,0,44,11,20,41.822,-87.6652
4:00 PM,13,135,76,0,0,42,11,21,41.8354,-87.6823
5:00 PM,14,148,68,0,0,35,11,24,41.8493,-87.6652
6:00 PM,15,172,60,0,0,40,11,22,41.8327,-87.6737
7:00 PM,16,158,71,0,0,34,11,25,41.8483,-87.6801
8:00 PM,16,148,65,0,0,36,12,25,41.849,-87.6938
9:00 PM,14,159,73,0,0,34,12,27,41.8698,-87.6946
10:00 PM,13,169,71,0,0,40,10,20,41.8358,-87.683
11:00 PM,14,164,75,0,0,35,8,18,41.834,-87.6344
23-Mar,14,147,72,0,0,38,11,23,41.8437,-87.6745
12:00 AM,12,158,65,0,0,36,12,23,41.8464,-87.6794
1:00 AM,13,176,80,0,0,41,12,26,41.8517,-87.6704
2:00 AM,16,139,79,0,0,52,9,14,41.788,-87.6586
3:00 AM,14,90,75,0,0,43,10,18,41.8458,-87.6534
4:00 AM,17,127,63,0,0,45,10,19,41.825,-87.6914
5:00 AM,24,295,73,0,1,60,13,22,41.7225,-87.6007
6:00 AM,12,127,42,0,0,46,12,32,41.8722,-87.6782
7:00 AM,12,143,72,0,0,32,13,22,41.8724,-87.7012
8:00 AM,10,127,63,0,0,40,11,22,41.8445,-87.6751
9:00 AM,10,169,83,0,0,36,12,20,41.8356,-87.6743
10:00 AM,15,147,71,0,0,37,13,22,41.8536,-87.6811
11:00 AM,15,137,74,0,0,37,11,20,41.8321,-87.6712
12:00 PM,16,124,86,0,0,39,9,20,41.833,-87.6528
1:00 PM,16,161,73,0,0,33,12,23,41.8478,-87.6679
2:00 PM,12,155,69,0,0,38,11,23,41.8389,-87.6759
3:00 PM,13,142,70,0,0,41,11,23,41.8287,-87.6694
