Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y,Year,Month
02-10-2014 03:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,CENTRAL,NONE,300 Block of POWELL ST,-122.4083843,37.78782711,2014,10
29-09-2014 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,SOUTHERN,NONE,0 Block of 4TH ST,-122.404957,37.78511786,2014,09
17-09-2014 10:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,NORTHERN,NONE,500 Block of HAYES ST,-122.4254163,37.77662802,2014,09
15-09-2014 22:35,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,TENDERLOIN,NONE,OFARRELL ST / POWELL ST,-122.4080405,37.7864094,2014,09
15-09-2014 11:45,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,SOUTHERN,NONE,4TH ST / BRANNAN ST,-122.3965332,37.7783269,2014,09
21-08-2014 00:45,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2014,08
18-08-2014 11:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,SOUTHERN,NONE,600 Block of 4TH ST,-122.3960882,37.77805134,2014,08
08-08-2014 10:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,CENTRAL,NONE,400 Block of VALLEJO ST,-122.40515,37.79908807,2014,08
05-08-2014 09:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,CENTRAL,NONE,300 Block of CHESTNUT ST,-122.4096348,37.80414934,2014,08
24-07-2014 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,NORTHERN,NONE,500 Block of MCALLISTER ST,-122.4210972,37.78004516,2014,07
10-07-2014 14:32,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,SOUTHERN,NONE,800 Block of FOLSOM ST,-122.402246,37.78108882,2014,07
10-07-2014 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,SOUTHERN,PROSECUTED BY OUTSIDE AGENCY,800 Block of FOLSOM ST,-122.402246,37.78108882,2014,07
09-07-2014 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,INGLESIDE,NONE,600 Block of DUNCAN ST,-122.4341491,37.74559309,2014,07
07-07-2014 06:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,SOUTHERN,NONE,0 Block of 6TH ST,-122.4090112,37.78113406,2014,07
29-06-2014 17:26,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,CENTRAL,NONE,900 Block of GRANT AV,-122.406634,37.79558441,2014,06
28-06-2014 03:53,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,TENDERLOIN,"ARREST, BOOKED",0 Block of 5THSTNORTH ST,-122.4086486,37.78491247,2014,06
25-06-2014 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,TENDERLOIN,NONE,600 Block of OFARRELL ST,-122.4153361,37.78543648,2014,06
24-06-2014 15:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,CENTRAL,NONE,0 Block of BEACH ST,-122.4098712,37.80793963,2014,06
24-06-2014 02:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,CENTRAL,NONE,300 Block of BROADWAY ST,-122.40368,37.79819133,2014,06
14-06-2014 17:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,INGLESIDE,NONE,5500 Block of MISSION ST,-122.4454182,37.7120748,2014,06
11-06-2014 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,SOUTHERN,NONE,0 Block of 5TH ST,-122.4073827,37.78337164,2014,06
11-06-2014 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,NORTHERN,NONE,900 Block of FULTON ST,-122.4324234,37.77764737,2014,06
09-06-2014 09:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,CENTRAL,NONE,400 Block of CHESTNUT ST,-122.4107638,37.80400932,2014,06
17-05-2014 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,TARAVAL,NONE,200 Block of VASQUEZ AV,-122.4616056,37.74353236,2014,05
28-04-2014 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,NORTHERN,NONE,1600 Block of VANNESS AV,-122.4225952,37.79081923,2014,04
15-04-2014 08:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,MISSION,NONE,200 Block of 13TH ST,-122.4179492,37.76972086,2014,04
18-03-2014 23:15,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,MISSION,NONE,300 Block of 14TH ST,-122.4203843,37.76830441,2014,03
09-03-2014 00:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,SOUTHERN,NONE,FOLSOM ST / 6TH ST,-122.405619,37.77850452,2014,03
08-03-2014 02:25,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,TENDERLOIN,"ARREST, BOOKED",100 Block of STOCKTON ST,-122.4064279,37.78710945,2014,03
07-03-2014 08:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,RICHMOND,NONE,3900 Block of SACRAMENTO ST,-122.458099,37.78682707,2014,03
06-03-2014 22:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,NORTHERN,NONE,1400 Block of FILBERT ST,-122.4233746,37.79964133,2014,03
04-03-2014 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,BAYVIEW,"ARREST, BOOKED",FITZGERALD AV / HAWES ST,-122.3894618,37.71992851,2014,03
23-02-2014 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,TARAVAL,NONE,0 Block of LAKEVIEW AV,-122.4508129,37.71633446,2014,02
22-02-2014 22:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,RICHMOND,NONE,1100 Block of CLEMENT ST,-122.4713862,37.78256896,2014,02
20-02-2014 17:15,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,CENTRAL,"ARREST, BOOKED",300 Block of BATTERY ST,-122.400354,37.79479159,2014,02
20-02-2014 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,RICHMOND,NONE,400 Block of 20TH AV,-122.4793796,37.77934982,2014,02
19-02-2014 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,PARK,NONE,200 Block of LINCOLN WY,-122.4605204,37.76628142,2014,02
17-02-2014 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,NORTHERN,NONE,AVERY ST / POST ST,-122.4339087,37.78504575,2014,02
03-02-2014 18:02,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of POWELL ST,-122.4082017,37.78688491,2014,02
25-01-2014 13:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,SOUTHERN,NONE,700 Block of MARKET ST,-122.4039191,37.7871161,2014,01
23-12-2013 16:36,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,CENTRAL,NONE,900 Block of STOCKTON ST,-122.4079245,37.79451753,2013,12
25-11-2013 22:48,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,SOUTHERN,NONE,100 Block of 3RD ST,-122.400916,37.78545749,2013,11
16-11-2013 02:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,TENDERLOIN,NONE,100 Block of POWELL ST,-122.4078778,37.78596801,2013,11
12-11-2013 16:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,BAYVIEW,NONE,1600 Block of LASALLE AV,-122.389326,37.73679684,2013,11
01-11-2013 08:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,MISSION,NONE,500 Block of CASTRO ST,-122.4349948,37.76006971,2013,11
30-10-2013 15:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,RICHMOND,NONE,6500 Block of CALIFORNIA ST,-122.4876904,37.78370599,2013,10
30-10-2013 08:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,TARAVAL,NONE,1400 Block of 41ST AV,-122.5005695,37.75970667,2013,10
15-10-2013 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,MISSION,NONE,2200 Block of MARKET ST,-122.4319577,37.76493572,2013,10
04-10-2013 01:42,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,TENDERLOIN,"ARREST, BOOKED",200 Block of MASON ST,-122.4095237,37.7857603,2013,10
24-08-2013 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,CENTRAL,NONE,400 Block of DAVIS CT,-122.3981877,37.79671489,2013,08
20-08-2013 19:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,BAYVIEW,NONE,1900 Block of QUESADA AV,-122.3964688,37.73611814,2013,08
20-08-2013 15:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.4129305,37.78383444,2013,08
07-08-2013 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,CENTRAL,NONE,700 Block of TAYLOR ST,-122.4120509,37.78927389,2013,08
24-07-2013 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,PARK,NONE,1800 Block of HAIGHT ST,-122.4527283,37.76932413,2013,07
13-07-2013 10:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,SOUTHERN,NONE,200 Block of RITCH ST,-122.3956456,37.78022759,2013,07
12-07-2013 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,TARAVAL,NONE,700 Block of KIRKHAM ST,-122.4687334,37.76013883,2013,07
10-07-2013 17:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,INGLESIDE,NONE,600 Block of 28TH ST,-122.4367966,37.74475109,2013,07
08-07-2013 03:22,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,NORTHERN,NONE,900 Block of GEARY ST,-122.4189184,37.78594073,2013,07
24-06-2013 12:16,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,BAYVIEW,NONE,1800 Block of BAY SHORE BL,-122.3986042,37.71827481,2013,06
13-06-2013 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,BAYVIEW,NONE,200 Block of WILLIAMS AV,-122.3977444,37.72993469,2013,06
10-06-2013 14:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,SOUTHERN,NONE,500 Block of MARKET ST,-122.4001948,37.79005279,2013,06
19-05-2013 01:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,CENTRAL,NONE,300 Block of CLAY ST,-122.3997397,37.79503259,2013,05
13-05-2013 13:34,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,INGLESIDE,NONE,600 Block of JOOST AV,-122.4500326,37.7322661,2013,05
04-05-2013 23:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,CENTRAL,NONE,COLUMBUS AV / GREEN ST,-122.409017,37.79948807,2013,05
03-05-2013 14:16,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,RICHMOND,PROSECUTED BY OUTSIDE AGENCY,400 Block of 43RD AV,-122.5040381,37.78039988,2013,05
01-05-2013 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,CENTRAL,NONE,MARKET ST / FREMONT ST,-122.3982667,37.79171485,2013,05
15-04-2013 10:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,INGLESIDE,NONE,100 Block of DELANO AV,-122.4410561,37.72588908,2013,04
05-04-2013 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,CENTRAL,UNFOUNDED,1400 Block of SACRAMENTO ST,-122.416963,37.79205753,2013,04
01-04-2013 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,RICHMOND,NONE,400 Block of 31ST AV,-122.4913008,37.78073923,2013,04
01-04-2013 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,NORTHERN,NONE,2800 Block of OCTAVIA ST,-122.4290783,37.79839171,2013,04
22-03-2013 09:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,RICHMOND,NONE,400 Block of 32ND AV,-122.4923714,37.78069007,2013,03
06-03-2013 16:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,CENTRAL,"ARREST, BOOKED",600 Block of FILBERT ST,-122.4102201,37.80132257,2013,03
23-02-2013 14:25,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,CENTRAL,NONE,1400 Block of STOCKTON ST,-122.4090315,37.79925319,2013,02
18-02-2013 20:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,TENDERLOIN,"ARREST, BOOKED",0 Block of 5THSTNORTH ST,-122.4082941,37.78424763,2013,02
05-02-2013 13:21,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,NORTHERN,"ARREST, BOOKED",2400 Block of SACRAMENTO ST,-122.4338001,37.78981,2013,02
05-02-2013 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,PARK,NONE,600 Block of BURNETT AV,-122.4444722,37.75132309,2013,02
25-01-2013 06:15,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,MISSION,NONE,4100 Block of 23RD ST,-122.4353631,37.7527694,2013,01
24-01-2013 11:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,INGLESIDE,NONE,400 Block of HARKNESS AV,-122.4066169,37.71832857,2013,01
24-01-2013 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,BAYVIEW,NONE,SAN BRUNO AV / SILLIMAN ST,-122.4050884,37.73123866,2013,01
22-01-2013 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,INGLESIDE,NONE,3400 Block of MISSION ST,-122.4221714,37.74194184,2013,01
21-01-2013 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,CENTRAL,NONE,600 Block of DAVIS ST,-122.3984478,37.79800372,2013,01
11-01-2013 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,PARK,NONE,0 Block of DAWNVIEW WY,-122.4463539,37.74782474,2013,01
09-01-2013 10:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,TARAVAL,NONE,400 Block of VICTORIA ST,-122.4652806,37.71881908,2013,01
29-12-2012 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,RICHMOND,UNFOUNDED,500 Block of 26TH AV,-122.4856671,37.77906235,2012,12
28-12-2012 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,SOUTHERN,NONE,0 Block of THE EMBARCADEROSOUTH ST,-122.3883799,37.78331041,2012,12
27-12-2012 23:45,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2012,12
13-12-2012 23:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,SOUTHERN,UNFOUNDED,POWELL ST / EDDY ST,-122.4075459,37.78440118,2012,12
11-12-2012 10:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,CENTRAL,"ARREST, BOOKED",600 Block of POST ST,-122.4120324,37.78788549,2012,12
10-12-2012 19:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,INGLESIDE,NONE,900 Block of TERESITA BL,-122.4474013,37.73422786,2012,12
02-12-2012 13:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,TARAVAL,NONE,0 Block of GRANADA AV,-122.4572211,37.71914872,2012,12
01-12-2012 08:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,NORTHERN,NONE,700 Block of HAYES ST,-122.4287606,37.7762012,2012,12
29-11-2012 23:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,MISSION,NONE,100 Block of BARTLETT ST,-122.4197113,37.75455656,2012,11
28-11-2012 17:25,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,CENTRAL,"ARREST, BOOKED",0 Block of DRUMM ST,-122.3964219,37.79414474,2012,11
28-11-2012 09:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,CENTRAL,NONE,900 Block of BROADWAY ST,-122.4124366,37.79726371,2012,11
16-11-2012 00:15,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,SOUTHERN,NONE,100 Block of 4TH ST,-122.4039407,37.78430071,2012,11
14-11-2012 15:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,MISSION,"ARREST, BOOKED",2200 Block of MARKET ST,-122.432198,37.76511073,2012,11
14-11-2012 04:53,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.4078454,37.78509432,2012,11
02-11-2012 12:39,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,TENDERLOIN,NONE,100 Block of MASON ST,-122.4093368,37.78483373,2012,11
01-11-2012 20:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,BAYVIEW,NONE,0 Block of REBECCA LN,-122.3826002,37.73762713,2012,11
01-11-2012 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,RICHMOND,NONE,900 Block of CABRILLO ST,-122.4687069,37.77520405,2012,11
31-10-2012 11:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,TARAVAL,NONE,0 Block of YERBABUENA AV,-122.4644312,37.7377834,2012,10
16-10-2012 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,TARAVAL,PROSECUTED BY OUTSIDE AGENCY,200 Block of MINERVA ST,-122.4608952,37.71569166,2012,10
05-10-2012 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,CENTRAL,NONE,2400 Block of HYDE ST,-122.4198304,37.80343414,2012,10
04-09-2012 09:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,PARK,NONE,200 Block of COLE ST,-122.4509468,37.77282406,2012,09
08-08-2012 17:07,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,TENDERLOIN,"ARREST, BOOKED",100 Block of STOCKTON ST,-122.4064279,37.78710945,2012,08
06-08-2012 09:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,TARAVAL,NONE,2100 Block of LAWTON ST,-122.4858508,37.75751035,2012,08
06-08-2012 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,TENDERLOIN,NONE,400 Block of JONES ST,-122.4127588,37.7850961,2012,08
15-07-2012 03:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,CENTRAL,NONE,400 Block of GEARY ST,-122.4107216,37.78709665,2012,07
12-07-2012 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935,2012,07
01-07-2012 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.4447071,37.72493073,2012,07
30-06-2012 14:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,INGLESIDE,PROSECUTED BY OUTSIDE AGENCY,0 Block of OTTAWA AV,-122.4452594,37.71491444,2012,06
15-06-2012 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,BAYVIEW,NONE,400 Block of CONNECTICUT ST,-122.3973781,37.7605884,2012,06
12-06-2012 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,RICHMOND,NONE,2700 Block of SUTTER ST,-122.4455637,37.7845802,2012,06
02-06-2012 04:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,TENDERLOIN,NONE,400 Block of OFARRELL ST,-122.4117474,37.78599883,2012,06
30-05-2012 15:50,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,NORTHERN,NONE,2000 Block of FILLMORE ST,-122.4336769,37.78844612,2012,05
20-05-2012 15:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,NORTHERN,NONE,2200 Block of UNION ST,-122.4363186,37.79692793,2012,05
19-05-2012 16:10,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335,37.78418935,2012,05
16-05-2012 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,TARAVAL,NONE,2000 Block of WAWONA ST,-122.4888845,37.73720047,2012,05
14-05-2012 15:52,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,MISSION,"ARREST, BOOKED",3000 Block of 16TH ST,-122.4200705,37.764972,2012,05
14-05-2012 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,INGLESIDE,NONE,0 Block of EASTWOOD DR,-122.4572547,37.72691408,2012,05
04-05-2012 17:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,NORTHERN,NONE,VANNESS AV / POST ST,-122.4215723,37.78661816,2012,05
04-05-2012 15:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2012,05
30-04-2012 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,TENDERLOIN,NONE,100 Block of EDDY ST,-122.4101352,37.78418891,2012,04
22-04-2012 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,NORTHERN,NONE,0 Block of LAGUNA ST,-122.4251607,37.77134063,2012,04
21-04-2012 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,INGLESIDE,NONE,0 Block of INA CT,-122.4248968,37.72358157,2012,04
20-04-2012 03:18,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,NORTHERN,PROSECUTED BY OUTSIDE AGENCY,700 Block of GOLDEN GATE AV,-122.4229356,37.78076856,2012,04
18-04-2012 18:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,SOUTHERN,"ARREST, BOOKED",0 Block of TOWNSEND ST,-122.3891783,37.78170626,2012,04
05-04-2012 20:15,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,NORTHERN,NONE,3200 Block of PIERCE ST,-122.4393685,37.79993194,2012,04
02-04-2012 09:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,NORTHERN,NONE,1500 Block of FRANKLIN ST,-122.4238031,37.78896574,2012,04
22-03-2012 13:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2012,03
08-03-2012 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,BAYVIEW,NONE,200 Block of MISSOURI ST,-122.3965155,37.76320697,2012,03
05-03-2012 18:04,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,CENTRAL,NONE,1400 Block of WASHINGTON ST,-122.4171404,37.79384018,2012,03
05-03-2012 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,MISSION,NONE,2200 Block of BRYANT ST,-122.4096727,37.75801523,2012,03
25-02-2012 21:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,NORTHERN,NONE,1300 Block of FILLMORE ST,-122.4324923,37.78188913,2012,02
21-02-2012 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,RICHMOND,NONE,3400 Block of GEARY BL,-122.4558957,37.78128055,2012,02
06-02-2012 15:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,SOUTHERN,NONE,500 Block of MINNA ST,-122.4086735,37.78005744,2012,02
24-01-2012 16:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335,37.78418935,2012,01
15-01-2012 09:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,TARAVAL,PROSECUTED BY OUTSIDE AGENCY,1200 Block of 46TH AV,-122.5061931,37.76320446,2012,01
13-01-2012 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,TARAVAL,PROSECUTED BY OUTSIDE AGENCY,1600 Block of 12TH AV,-122.4691347,37.75735027,2012,01
31-12-2011 08:09,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,TENDERLOIN,"ARREST, BOOKED",100 Block of ELLIS ST,-122.408269,37.78538311,2011,12
30-12-2011 19:04,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,PARK,NONE,200 Block of NOE ST,-122.433206,37.76462299,2011,12
30-12-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,SOUTHERN,NONE,500 Block of 4TH ST,-122.3978496,37.77931171,2011,12
27-12-2011 22:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,MISSION,NONE,200 Block of CHURCH ST,-122.4289516,37.76679996,2011,12
17-12-2011 09:45,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,MISSION,PROSECUTED BY OUTSIDE AGENCY,16TH ST / POTRERO AV,-122.4075383,37.76578275,2011,12
16-12-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,SOUTHERN,NONE,800 Block of BRANNAN ST,-122.404385,37.77219582,2011,12
15-12-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,CENTRAL,NONE,1500 Block of LEAVENWORTH ST,-122.4166328,37.79522355,2011,12
13-12-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,RICHMOND,NONE,6100 Block of GEARY BL,-122.4852907,37.78018867,2011,12
04-12-2011 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,CENTRAL,NONE,200 Block of BUSH ST,-122.4021896,37.79093729,2011,12
03-12-2011 12:05,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,CENTRAL,NONE,200 Block of CALIFORNIA ST,-122.3993925,37.79333689,2011,12
03-12-2011 10:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,RICHMOND,NONE,0 Block of SEALROCK DR,-122.5070579,37.78081417,2011,12
03-12-2011 08:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2011,12
03-12-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,CENTRAL,NONE,2100 Block of MASON ST,-122.4131987,37.80329477,2011,12
03-12-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,SOUTHERN,NONE,0 Block of NEWMONTGOMERY ST,-122.4013091,37.78802735,2011,12
03-12-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,MISSION,NONE,MISSION ST / 22ND ST,-122.4187487,37.75543719,2011,12
30-11-2011 18:57,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,SOUTHERN,NONE,100 Block of 4TH ST,-122.4040379,37.78422248,2011,11
